customer_id,rank,product_id,product_name,category,brand,price,popularity,total_revenue,final_score,cluster_id,cluster_prob,preferred_cluster,strategy,reasons,cluster_score,popularity_score,revenue_score,price_score
C00015,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.618216,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8979
C00015,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.615255,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9256
C00015,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.606277,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.9001
C00016,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.629383,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9395
C00016,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.619548,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9551
C00016,3,P00287,Makita Model 305 Jigsaws,Power Tools,Makita,142.87,26,10354.45,0.613321,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0423,0.8972
C00017,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.61642,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8799
C00017,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.615651,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9295
C00017,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.604676,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.8841
C00018,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.607011,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9993
C00018,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.603753,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product,1.0,0.8182,0.0408,0.6832
C00018,3,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.60317,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0185,0.9644
C00019,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.609766,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8134
C00019,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.609684,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8699
C00019,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.598061,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.818
C00020,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.627392,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9196
C00020,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.623986,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product,1.0,0.8788,0.0574,0.6099
C00020,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.618187,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9415
C00021,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.676876,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.75,1.0,0.1375,0.9937
C00021,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.612356,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8393
C00021,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.611133,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8844
C00022,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.615729,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9303
C00022,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.601548,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.7312
C00022,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.600536,6,1.0,1,popular,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9933
C00023,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.612264,0,1.0,3,popular,Frequently ordered product | Good price match,0.4286,1.0,0.1375,0.9904
C00023,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.54736,0,1.0,3,popular,Frequently ordered product | Good price match,0.4286,0.8485,0.1113,1.0
C00023,3,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.520454,5,1.0,3,popular,Frequently ordered product | Good price match,0.5714,0.7576,0.0185,0.9944
C00024,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.620357,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9193
C00024,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.616676,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9398
C00024,3,P04739,3M Model 807 Work Gloves,Safety Equipment,3M,10.17,26,3448.2,0.608387,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0141,0.9042
C00025,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.726269,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9876
C00025,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.65767,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9602
C00025,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.628936,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9973
C00026,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.645947,0,1.0,6,popular,Frequently ordered product | Good price match,0.6,1.0,0.1375,0.9844
C00026,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.615232,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.868
C00026,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.612622,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8992
C00027,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.612022,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8359
C00027,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.611833,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8913
C00027,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.600314,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.8405
C00028,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.620721,0,1.0,3,popular,Frequently ordered product | Good price match,0.4667,1.0,0.1375,0.9988
C00028,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.611524,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.7609
C00028,3,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.606763,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9968
C00029,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.622588,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.8716
C00029,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.614232,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.902
C00029,3,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.612656,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product,1.0,0.8788,0.0574,0.4966
C00030,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.619232,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.908
C00030,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.616729,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9403
C00030,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.607336,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0056,0.9107
C00031,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.587475,5,1.0,2,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9,0.8182,0.0408,0.7205
C00031,2,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.586612,5,1.0,2,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9,0.7576,0.0185,0.9989
C00031,3,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.585421,5,1.0,2,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9,0.7576,0.0203,0.9834
C00032,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.619455,0,1.0,3,popular,Frequently ordered product | Good price match,0.4667,1.0,0.1375,0.9862
C00032,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.611617,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9333,0.8182,0.0408,0.8952
C00032,3,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.608372,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product,0.9333,0.8788,0.0574,0.5871
C00033,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.704597,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.8947,1.0,0.1375,0.9814
C00033,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.637654,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.8947,0.8485,0.1113,0.9706
C00033,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.61639,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8796
C00034,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.607667,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8497
C00034,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.601499,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.7307
C00034,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.596704,6,1.0,6,popular,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.955
C00035,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.684789,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.7879,1.0,0.1375,0.9971
C00035,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.62038,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9195
C00035,3,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.618373,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.7879,0.8485,0.1113,0.9915
C00036,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.727484,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9998
C00036,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.660719,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9907
C00036,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.624566,0,1.0,0,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9536
C00037,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.641024,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.8788,0.0574,0.9053
C00037,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.621274,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.8182,0.0408,0.9834
C00037,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.610346,5,1.0,3,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.7879,0.0444,0.9881
C00038,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.654218,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.9122
C00038,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.635299,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9987
C00038,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.623515,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9948
C00039,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.647342,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8435
C00039,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.634233,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.988
C00039,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.623436,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.994
C00040,1,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.559864,1,1.0,1,popular,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9446
C00040,2,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.547524,1,1.0,1,popular,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9585
C00040,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.540516,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.6047,0.8182,0.0058,0.9116
C00041,1,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.583256,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.8333,0.8182,0.0058,0.8816
C00041,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.582862,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.8333,0.7879,0.0377,0.935
C00041,3,P03872,Rheem Model 637 Air Filters,HVAC,Rheem,19.02,26,1359.97,0.571549,6,1.0,1,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.8333,0.7879,0.0056,0.8862
C00042,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.649595,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.866
C00042,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.635406,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9998
C00042,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.623983,5,1.0,5,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9995
C00043,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.648304,0,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,0.6154,1.0,0.1375,0.9772
C00043,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.619436,6,1.0,6,popular,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9101
