customer_id,rank,product_id,product_name,category,brand,price,popularity,total_revenue,final_score,cluster_id,cluster_prob,preferred_cluster,strategy,reasons,cluster_score,popularity_score,revenue_score,price_score
C00007,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.621695,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8964
C00007,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.6164,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9996
C00008,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.615944,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.961
C00008,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.612633,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9745
C00008,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.60855,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9937
C00009,1,P01502,Tapcon 1lb Box Roofing Nails,Fasteners,Tapcon,69.94,13,46948.66,0.567091,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1916,0.9998
C00009,2,P02034,Hillman Model 584 Concrete Screws,Fasteners,Hillman,71.33,13,46738.27,0.566945,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1908,1.0
C00009,3,P02088,GRK Model 828 Concrete Screws,Fasteners,GRK,97.57,12,66967.72,0.566041,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3636,0.2734,0.9243
C00010,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.605682,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9995
C00010,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.605628,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9367
C00010,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.599087,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9949
C00011,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.59255,5,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8571,0.8788,0.0574,0.9878
C00011,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.579333,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.7614
C00011,3,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.577691,5,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8571,0.8182,0.0408,0.9917
C00012,1,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.59236,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9985
C00012,2,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.573457,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9022
C00012,3,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.570988,5,1.0,1,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8636,0.8182,0.0408,0.934
C00013,1,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.592065,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9966
C00013,2,P04445,Quikrete Model 620 Roofing Shingles,Building Materials,Quikrete,149.91,13,68803.61,0.582834,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.2809,0.9858
C00013,3,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.578694,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9371
C00014,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.61541,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9574
C00014,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.611981,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9701
C00014,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.60795,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9897
C00015,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.603958,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9256
C00015,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.599473,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8979
C00015,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.598814,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9537
C00016,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.612723,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9395
C00016,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.609728,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9551
C00016,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.606596,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9807
C00017,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.604551,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9295
C00017,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.601728,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9732
C00017,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.59678,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.8799
C00018,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.605459,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9993
C00018,2,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.599877,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0185,0.9644
C00018,3,P00322,Milwaukee Model 234 Angle Grinders,Power Tools,Milwaukee,76.95,24,5155.49,0.599657,5,1.0,5,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.021,1.0
C00019,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.595602,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8699
C00019,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.594788,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9269
C00019,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.590191,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9356
C00020,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.609737,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9196
C00020,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.607686,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9415
C00020,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.606025,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9769
C00021,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.601561,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.75,1.0,0.1375,0.9937
C00021,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.597775,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8844
C00021,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.595321,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9305
C00022,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.604746,6,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9933
C00022,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.604668,6,1.0,1,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9303
C00022,3,P04761,Honeywell Model 611 Work Gloves,Safety Equipment,Honeywell,38.8,23,11509.78,0.598358,6,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.047,0.9971
C00023,1,P01502,Tapcon 1lb Box Roofing Nails,Fasteners,Tapcon,69.94,13,46948.66,0.567057,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1916,0.9996
C00023,2,P02034,Hillman Model 584 Concrete Screws,Fasteners,Hillman,71.33,13,46738.27,0.566767,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3939,0.1908,0.9988
C00023,3,P02088,GRK Model 828 Concrete Screws,Fasteners,GRK,97.57,12,66967.72,0.563795,3,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.3636,0.2734,0.9093
C00024,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.606089,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9398
C00024,2,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.602685,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9193
C00024,3,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.599878,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9608
C00025,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.675651,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9876
C00025,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.635985,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9602
C00025,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.627287,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9973
C00026,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.600009,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8992
C00026,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.595569,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9321
C00026,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.594997,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.868
C00027,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.598824,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8913
C00027,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.597523,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9451
C00027,3,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.592803,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.953
C00028,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.605088,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9968
C00028,2,P00322,Milwaukee Model 234 Angle Grinders,Power Tools,Milwaukee,76.95,24,5155.49,0.599526,5,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.021,0.9991
C00028,3,P00089,Bosch Model 678 Corded Drills,Power Tools,Bosch,62.55,24,5359.87,0.598346,5,1.0,3,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0219,0.9901
C00029,1,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.602891,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0203,0.9821
C00029,2,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.602597,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.0399,0.9541
C00029,3,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.602531,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.8716
C00030,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.606169,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9403
C00030,2,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.601349,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.9706
C00030,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.600997,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.908
C00031,1,P00052,DeWalt Model 290 Corded Drills,Power Tools,DeWalt,60.86,25,4526.41,0.57504,5,1.0,2,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9,0.7576,0.0185,0.9989
C00031,2,P00386,Ryobi Model 280 Sanders,Power Tools,Ryobi,79.88,25,4965.88,0.573075,5,1.0,2,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9,0.7576,0.0203,0.9834
C00031,3,P00089,Bosch Model 678 Corded Drills,Power Tools,Bosch,62.55,24,5359.87,0.569775,5,1.0,2,balanced,Matches your purchase pattern | Good price match,0.9,0.7273,0.0219,0.9996
C00032,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.586074,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9333,0.8182,0.0408,0.8952
C00032,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.584318,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9333,0.7879,0.0444,0.919
C00032,3,P00048,Milwaukee Model 865 Corded Drills,Power Tools,Milwaukee,115.77,25,9765.49,0.583514,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9333,0.7576,0.0399,0.9602
C00033,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.643142,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8947,1.0,0.1375,0.9814
C00033,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.60596,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.8947,0.8485,0.1113,0.9706
C00033,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.601058,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9062
C00034,1,P04688,Milwaukee Model 728 Hard Hats,Safety Equipment,Milwaukee,44.36,24,12615.0,0.598998,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.7273,0.0515,0.955
C00034,2,P04678,Honeywell Model 815 Hard Hats,Safety Equipment,Honeywell,46.93,23,12809.06,0.595024,6,1.0,6,balanced,Matches your purchase pattern | Good price match,1.0,0.697,0.0523,0.9678
C00034,3,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.592576,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.8497
C00035,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.613431,0,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.7879,1.0,0.1375,0.9971
C00035,2,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.606561,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9429
C00035,3,P03968,Carrier Model 919 Duct Tape,HVAC,Carrier,18.1,27,1415.39,0.60272,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0058,0.9195
C00036,1,P04791,3M Model 595 Respirators,Safety Equipment,3M,77.42,33,33692.37,0.677473,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,1.0,0.1375,0.9998
C00036,2,P04797,DeWalt Model 398 Respirators,Safety Equipment,DeWalt,67.81,28,27256.79,0.640558,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8485,0.1113,0.9907
C00036,3,P04766,Carhartt Model 343 Respirators,Safety Equipment,Carhartt,94.9,25,32061.09,0.620731,0,1.0,0,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7576,0.1309,0.9536
C00037,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.604281,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.8788,0.0574,0.9053
C00037,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.60056,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.8182,0.0408,0.9834
C00037,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.595925,5,1.0,3,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,0.9375,0.7879,0.0444,0.9881
C00038,1,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.624071,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.9122
C00038,2,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.621597,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9987
C00038,3,P00287,Makita Model 305 Jigsaws,Power Tools,Makita,142.87,26,10354.45,0.615729,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0423,0.998
C00039,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.619998,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.988
C00039,2,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.615561,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.994
C00039,3,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.613757,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.8435
C00040,1,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.58636,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9585
C00040,2,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.57982,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9446
C00040,3,P02376,Valspar 1 Quart Exterior Latex Paint,Paints & Coatings,Valspar,69.01,15,30168.14,0.565185,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.4545,0.1231,0.9976
C00041,1,P02654,Valspar 1 Quart Specialty Paints,Paints & Coatings,Valspar,91.7,18,41020.49,0.584403,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.5455,0.1674,0.9455
C00041,2,P02499,PPG 1 Gallon Stains,Paints & Coatings,PPG,27.55,21,13303.04,0.576901,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.6364,0.0543,0.9251
C00041,3,P02376,Valspar 1 Quart Exterior Latex Paint,Paints & Coatings,Valspar,69.01,15,30168.14,0.565096,1,1.0,1,balanced,Matches your purchase pattern | Good price match,1.0,0.4545,0.1231,0.9971
C00042,1,P00300,Black+Decker Model 337 Jigsaws,Power Tools,Black+Decker,131.5,27,9991.51,0.621757,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8182,0.0408,0.9998
C00042,2,P00452,Black+Decker Model 103 Impact Wrenches,Power Tools,Black+Decker,179.13,29,14062.72,0.617137,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.8788,0.0574,0.866
C00042,3,P00276,DeWalt Model 598 Jigsaws,Power Tools,DeWalt,126.44,26,10882.61,0.61638,5,1.0,5,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0444,0.9995
C00043,1,P04806,Milwaukee Model 328 Safety Vests,Safety Equipment,Milwaukee,30.0,26,9243.17,0.604131,6,1.0,6,balanced,Matches your purchase pattern | Frequently ordered product | Good price match,1.0,0.7879,0.0377,0.9267
